CustomerID,recency,frequency,monetary,customer_segment
15980,110,3,2398.86,"At Risk"
13527,55,7,2397.96,Loyal
12853,156,6,2384.50,"At Risk"
14493,29,5,2383.24,Loyal
14533,46,7,2383.22,Loyal
14554,32,4,2381.04,Potential
15270,37,7,2379.49,Loyal
13722,153,3,2375.41,"At Risk"
17434,24,7,2373.82,Loyal
16719,36,7,2373.60,Loyal
16455,85,7,2373.16,Potential
14930,130,3,2372.86,"At Risk"
13908,101,4,2369.55,"At Risk"
17284,82,6,2368.69,Potential
17790,48,14,2365.10,Loyal
15755,32,6,2364.25,Loyal
12457,88,7,2363.23,Potential
15140,74,7,2354.25,Potential
14001,67,3,2344.32,Potential
17861,25,8,2342.66,Loyal
12704,29,8,2340.84,Loyal
12584,25,9,2338.15,Loyal
18257,61,8,2337.63,Potential
16496,30,3,2336.22,Potential
18069,48,5,2334.33,Loyal
15785,54,5,2328.97,Loyal
17313,53,1,2328.84,"At Risk"
13048,36,4,2313.52,Potential
13994,25,6,2313.14,Loyal
18283,25,16,2309.88,Champion
13704,27,9,2308.06,Loyal
16714,240,3,2308.06,"At Risk"
17085,145,5,2307.09,"At Risk"
13094,43,12,2303.64,Loyal
16409,58,5,2300.44,Loyal
15105,40,7,2298.93,Loyal
14217,23,17,2295.48,Champion
13115,33,4,2294.78,Potential
15704,162,4,2293.62,"At Risk"
14653,23,7,2292.36,Loyal
12615,24,4,2291.19,Potential
16983,34,7,2290.00,Loyal
12684,29,7,2283.63,Loyal
16270,375,1,2282.48,"At Risk"
14506,39,5,2281.87,Loyal
12868,207,6,2280.27,"At Risk"
14113,25,4,2273.92,Potential
16503,128,4,2273.72,"At Risk"
17768,30,3,2273.18,Potential
14442,226,2,2265.40,"At Risk"
16057,38,7,2263.12,Loyal
16209,110,5,2262.62,"At Risk"
17228,37,8,2262.04,Loyal
14432,31,6,2255.51,Loyal
17442,58,6,2248.56,Loyal
18008,92,9,2247.00,"At Risk"
15665,190,2,2242.01,"At Risk"
14211,75,9,2241.10,Potential
14700,54,3,2235.30,Potential
15351,34,7,2234.78,Loyal
16076,25,10,2234.73,Champion
15834,92,4,2233.75,"At Risk"
15497,39,2,2232.80,Potential
18242,94,4,2232.49,"At Risk"
14226,50,5,2232.19,Loyal
15260,122,7,2231.27,"At Risk"
12783,24,6,2225.91,Loyal
13365,55,2,2225.37,Potential
15722,57,5,2222.56,Loyal
12963,30,8,2222.43,Loyal
15797,135,4,2222.40,"At Risk"
12393,94,4,2222.10,"At Risk"
17293,30,9,2221.25,Loyal
17870,24,12,2220.75,Champion
12876,79,2,2218.02,Potential
12653,170,2,2209.85,"At Risk"
12947,165,6,2209.69,"At Risk"
15827,95,14,2204.37,"At Risk"
15123,29,2,2199.31,Potential
15641,127,4,2195.57,"At Risk"
15950,53,4,2194.33,Potential
16628,51,5,2188.05,Loyal
15596,122,5,2184.06,"At Risk"
12856,29,6,2179.93,Loyal
17519,39,6,2179.32,Loyal
15864,44,6,2178.74,Loyal
12909,61,5,2178.67,Potential
12826,24,7,2171.82,Loyal
12633,80,4,2163.98,Potential
18044,26,10,2162.85,Champion
13755,25,9,2161.35,Loyal
14407,129,6,2157.73,"At Risk"
16379,26,4,2157.40,Potential
13224,82,2,2155.95,Potential
16966,30,7,2154.97,Loyal
15024,31,10,2152.55,Loyal
17272,64,4,2148.63,Potential
12645,55,4,2144.48,Potential
14524,53,9,2143.13,Loyal
13305,26,10,2137.06,Champion
16539,24,4,2136.06,Potential
12560,27,3,2134.01,Potential
13517,81,3,2128.42,Potential
14360,53,4,2128.23,Potential
16407,34,10,2126.93,Loyal
14640,46,6,2125.08,Loyal
15058,47,11,2124.99,Loyal
14498,64,5,2123.54,Potential
17457,148,5,2123.50,"At Risk"
13632,46,5,2121.27,Loyal
15021,30,9,2120.46,Loyal
14691,52,5,2114.33,Loyal
14462,88,11,2113.32,Potential
14669,263,3,2112.44,"At Risk"
14673,25,5,2109.89,Loyal
13265,75,5,2107.66,Potential
18173,108,4,2106.84,"At Risk"
18093,115,4,2106.52,"At Risk"
17090,26,7,2105.15,Loyal
15916,38,8,2103.15,Loyal
14461,170,3,2103.06,"At Risk"
14515,39,6,2102.09,Loyal
16889,216,3,2101.72,"At Risk"
16775,32,11,2101.71,Loyal
15815,85,5,2100.60,Potential
12610,44,5,2099.54,Loyal
13107,66,4,2098.46,Potential
15464,360,1,2097.70,"At Risk"
12423,22,8,2097.24,Loyal
14621,23,5,2094.06,Loyal
14306,73,2,2093.32,Potential
13571,34,12,2092.32,Loyal
17490,22,7,2092.32,Loyal
13297,29,4,2089.85,Potential
18116,89,8,2083.60,Potential
18231,214,5,2083.27,"At Risk"
17873,102,5,2074.31,"At Risk"
13890,23,10,2074.16,Champion
18241,31,17,2073.09,Loyal
15953,37,8,2071.57,Loyal
14482,40,6,2068.15,Loyal
14573,201,9,2066.52,"At Risk"
12948,38,7,2064.95,Loyal
16281,94,1,2062.06,"At Risk"
16676,55,4,2056.94,Potential
12518,22,5,2056.89,Loyal
17667,88,5,2055.51,Potential
14188,52,6,2054.36,Loyal
17629,27,8,2052.77,Loyal
17086,29,6,2050.08,Loyal
12530,81,4,2049.68,Potential
17612,75,6,2048.45,Potential
14232,64,5,2048.07,Potential
17625,40,4,2047.00,Potential
15812,129,5,2045.94,"At Risk"
17597,235,1,2044.37,"At Risk"
13450,48,6,2043.72,Loyal
16153,71,5,2039.24,Potential
17846,107,1,2033.10,"At Risk"
13630,27,7,2031.78,Loyal
17673,23,6,2031.54,Loyal
17337,173,4,2027.87,"At Risk"
16358,23,4,2027.50,Potential
13764,92,3,2021.65,"At Risk"
13715,303,5,2021.19,"At Risk"
15341,102,1,2020.52,"At Risk"
15531,30,2,2007.44,Potential
15372,159,1,2007.40,"At Risk"
14730,23,8,2005.06,Loyal
14229,73,3,2004.17,Potential
15493,54,5,2001.80,Loyal
18188,37,3,2001.04,Potential
16698,248,2,1998.00,"At Risk"
16748,39,5,1994.90,Loyal
18204,93,3,1993.70,"At Risk"
17679,74,2,1992.11,Potential
17088,50,4,1991.01,Potential
14608,26,4,1989.15,Potential
13590,33,6,1981.92,Loyal
13725,71,8,1980.56,Potential
17422,38,6,1979.37,Loyal
15620,78,3,1977.67,Potential
16791,51,7,1977.16,Loyal
13750,75,5,1972.70,Potential
16817,24,9,1972.05,Loyal
16341,46,4,1971.87,Potential
17997,96,8,1970.67,"At Risk"
12674,60,4,1970.60,Potential
17671,37,4,1966.89,Potential
17554,23,5,1952.45,Loyal
13168,58,4,1951.37,Potential
13627,81,5,1949.66,Potential
15814,38,4,1945.33,Potential
17311,100,2,1941.31,"At Risk"
14541,80,8,1940.90,Potential
16395,82,5,1937.46,Potential
15532,47,4,1937.28,Potential
14418,25,3,1937.25,Potential
13634,55,5,1937.16,Loyal
12528,31,6,1933.48,Loyal
14655,30,4,1932.23,Potential
14970,90,4,1929.56,Potential
14312,68,6,1921.14,Potential
16942,34,9,1920.59,Loyal
15380,30,5,1920.36,Loyal
18161,37,5,1920.22,Loyal
14901,33,9,1918.34,Loyal
15898,23,5,1910.57,Loyal
14285,43,4,1910.01,Potential
16365,39,9,1908.88,Loyal
16426,24,10,1908.25,Champion
15819,71,4,1905.45,Potential
14250,29,3,1904.05,Potential
17019,33,4,1902.52,Potential
12762,29,2,1898.52,Potential
17463,38,5,1896.41,Loyal
14741,33,6,1895.64,Loyal
16638,44,10,1894.34,Loyal
12523,41,11,1892.72,Loyal
18178,150,4,1891.46,"At Risk"
16016,25,8,1891.03,Loyal
14934,103,2,1890.94,"At Risk"
14404,55,6,1890.40,Loyal
12371,66,2,1887.96,Potential
14748,51,5,1886.17,Loyal
16170,72,6,1885.05,Potential
16128,39,5,1880.22,Loyal
17961,43,39,1879.29,Loyal
17738,41,4,1879.05,Potential
15367,79,4,1877.59,Potential
17372,62,8,1875.86,Potential
15392,26,4,1874.51,Potential
16986,51,2,1873.20,Potential
16474,29,7,1871.50,Loyal
17469,38,5,1870.97,Loyal
16841,58,6,1869.82,Loyal
16711,25,5,1865.23,Loyal
16201,25,4,1863.47,Potential
13313,44,5,1862.62,Loyal
14887,101,1,1862.00,"At Risk"
14305,93,3,1858.96,"At Risk"
15426,41,5,1858.81,Loyal
14321,32,5,1857.57,Loyal
15111,51,3,1855.98,Potential
16979,25,6,1852.00,Loyal
13421,62,2,1851.08,Potential
12381,26,5,1845.31,Loyal
13397,94,5,1844.05,"At Risk"
18180,26,6,1843.75,Loyal
16359,29,9,1843.32,Loyal
12950,24,3,1843.00,Potential
17015,50,3,1842.56,Potential
16102,64,3,1842.14,Potential
12652,353,1,1839.96,"At Risk"
14216,25,4,1839.30,Potential
13924,23,6,1838.85,Loyal
14459,177,1,1837.92,"At Risk"
18287,64,3,1837.28,Potential
13650,38,6,1836.34,Loyal
14665,82,5,1835.70,Potential
16152,290,1,1829.04,"At Risk"
15203,47,6,1827.80,Loyal
18122,30,6,1826.21,Loyal
17702,52,4,1824.37,Potential
17705,25,9,1823.52,Loyal
16169,30,4,1822.97,Potential
15858,37,5,1822.78,Loyal
14587,40,9,1821.99,Loyal
17828,44,4,1820.09,Potential
13614,46,4,1816.21,Potential
16755,136,3,1812.89,"At Risk"
15680,31,3,1812.57,Potential
15660,47,9,1810.16,Loyal
18016,54,5,1808.31,Loyal
14878,34,9,1807.55,Loyal
13481,67,5,1804.56,Potential
17663,47,7,1802.91,Loyal
15777,263,4,1800.26,"At Risk"
16249,74,5,1800.07,Potential
13562,103,3,1799.33,"At Risk"
13196,33,4,1797.78,Potential
17750,27,9,1797.57,Loyal
17648,82,4,1797.50,Potential
18235,93,3,1796.48,"At Risk"
13134,107,4,1793.58,"At Risk"
13510,23,4,1791.56,Potential
13875,75,5,1786.79,Potential
12877,25,12,1786.03,Champion
14935,319,1,1784.71,"At Risk"
17277,249,2,1782.37,"At Risk"
15050,47,3,1782.09,Potential
16380,83,1,1780.59,"At Risk"
15220,73,6,1778.96,Potential
17092,72,4,1777.78,Potential
17754,22,5,1772.26,Loyal
15594,37,5,1771.78,Loyal
15473,36,7,1771.20,Loyal
17813,36,5,1770.88,Loyal
14387,54,3,1770.56,Potential
16681,94,6,1770.34,"At Risk"
13456,39,6,1766.72,Loyal
16751,52,1,1764.72,"At Risk"
12424,184,2,1760.96,"At Risk"
12823,96,5,1759.50,"At Risk"
12349,40,1,1757.55,"At Risk"
15241,88,8,1756.44,Potential
15100,355,3,1752.00,"At Risk"
13455,46,2,1751.28,Potential
13396,51,2,1748.26,Potential
13808,27,5,1747.66,Loyal
15067,100,3,1744.76,"At Risk"
13157,71,4,1741.22,Potential
14595,41,6,1740.60,Loyal
13491,73,10,1740.56,Potential
17930,57,5,1740.48,Loyal
17353,151,2,1740.00,"At Risk"
17043,54,4,1735.18,Potential
14443,75,4,1723.70,Potential
16059,87,6,1723.11,Potential
17451,23,7,1721.40,Loyal
14834,39,6,1720.30,Loyal
15267,44,5,1717.36,Loyal
17162,50,10,1715.46,Loyal
13763,85,1,1714.96,"At Risk"
17147,44,4,1714.59,Potential
12854,100,3,1714.40,"At Risk"
14414,113,7,1714.18,"At Risk"
14441,22,4,1712.89,Potential
12405,170,1,1710.39,"At Risk"
15947,104,1,1708.24,"At Risk"
12407,71,5,1708.12,Potential
16902,138,1,1706.88,"At Risk"
15240,66,5,1706.57,Potential
17412,24,7,1705.82,Loyal
16398,176,2,1705.80,"At Risk"
17282,152,3,1703.41,"At Risk"
12843,87,8,1702.26,Potential
16007,69,4,1701.94,Potential
13184,36,10,1701.29,Loyal
18125,51,4,1699.45,Potential
17193,57,7,1699.30,Loyal
13824,54,5,1698.94,Loyal
15611,31,13,1695.70,Loyal
14245,241,2,1693.45,"At Risk"
16222,340,1,1693.44,"At Risk"
16813,30,10,1692.98,Champion
17324,39,4,1692.46,Potential
16671,50,3,1692.27,Potential
17152,216,3,1689.50,"At Risk"
12635,111,2,1689.18,"At Risk"
17676,26,6,1688.38,Loyal
13577,47,4,1687.60,Potential
17158,54,3,1680.76,Potential
13647,31,4,1678.12,Potential
13149,36,4,1676.06,Potential
17656,95,5,1674.69,"At Risk"
15563,44,4,1670.63,Potential
16115,31,8,1667.97,Loyal
15716,167,4,1665.91,"At Risk"
15569,125,5,1664.21,"At Risk"
12510,164,2,1663.62,"At Risk"
12912,24,5,1662.30,Loyal
13012,31,8,1661.84,Loyal
15214,23,8,1661.44,Loyal
17288,31,7,1656.85,Loyal
16083,122,2,1655.60,"At Risk"
15826,78,3,1654.31,Potential
17320,122,3,1651.54,"At Risk"
14837,111,4,1649.50,"At Risk"
12657,33,4,1643.18,Potential
17095,44,3,1637.31,Potential
15197,32,3,1636.11,Potential
12398,67,1,1635.66,"At Risk"
17894,93,8,1635.66,"At Risk"
15122,136,3,1633.78,"At Risk"
15649,358,2,1632.00,"At Risk"
14164,92,2,1631.77,"At Risk"
13029,52,3,1630.00,Potential
14723,32,6,1629.30,Loyal
16515,74,5,1627.13,Potential
14759,26,3,1625.97,Potential
16987,25,7,1625.05,Loyal
13425,130,3,1624.21,"At Risk"
15172,30,5,1624.05,Loyal
14937,78,3,1621.88,Potential
17101,32,4,1621.73,Potential
14178,30,7,1620.93,Loyal
18168,198,6,1619.88,"At Risk"
16801,185,4,1619.73,"At Risk"
17621,43,3,1619.30,Potential
14336,38,4,1614.91,Potential
16992,32,5,1614.31,Loyal
15791,65,2,1612.69,Potential
14918,137,2,1610.15,"At Risk"
14047,30,5,1604.83,Loyal
16466,55,7,1603.46,Loyal
14719,23,5,1602.13,Loyal
14737,25,3,1598.55,Potential
13850,151,1,1595.48,"At Risk"
17837,64,8,1593.38,Potential
16332,50,7,1593.20,Loyal
16996,52,6,1584.50,Loyal
12607,82,1,1579.51,"At Risk"
13814,114,2,1579.12,"At Risk"
13186,61,3,1575.89,Potential
13848,114,3,1575.00,"At Risk"
16283,27,5,1570.81,Loyal
12865,48,2,1568.23,Potential
15906,41,7,1567.69,Loyal
15987,34,7,1564.76,Loyal
17204,197,4,1564.56,"At Risk"
14916,92,4,1564.03,"At Risk"
14233,71,4,1563.57,Potential
16271,24,5,1562.46,Loyal
14038,100,3,1560.38,"At Risk"
14898,45,6,1559.22,Loyal
12735,337,2,1559.14,"At Risk"
15841,94,4,1555.66,"At Risk"
16394,78,5,1555.34,Potential
16369,40,3,1553.66,Potential
15117,36,5,1551.78,Loyal
17585,131,4,1550.88,"At Risk"
16660,38,4,1550.25,Potential
13320,100,4,1548.70,"At Risk"
13819,323,3,1548.65,"At Risk"
14704,33,9,1546.91,Loyal
16790,25,6,1545.62,Loyal
14708,24,3,1545.43,Potential
17609,62,5,1542.26,Potential
13310,50,3,1542.21,Potential
15701,24,4,1542.14,Potential
12818,283,1,1542.08,"At Risk"
13155,55,4,1540.96,Potential
17159,43,3,1538.88,Potential
13849,73,2,1537.95,Potential
15227,58,5,1537.63,Loyal
15625,125,4,1534.26,"At Risk"
12997,44,4,1532.44,Potential
12759,74,3,1531.44,Potential
14567,78,2,1530.36,Potential
14913,57,4,1528.30,Potential
15059,62,9,1523.45,Potential
16434,51,7,1522.25,Loyal
17262,74,5,1522.22,Potential
16066,38,5,1521.87,Loyal
13213,78,5,1520.58,Potential
14738,64,7,1519.22,Potential
16880,52,7,1519.08,Loyal
14267,184,3,1516.24,"At Risk"
13791,149,2,1516.00,"At Risk"
13280,144,3,1514.22,"At Risk"
16053,54,2,1511.95,Potential
16726,48,5,1511.59,Loyal
15602,30,9,1510.42,Loyal
16910,26,8,1510.06,Loyal
13370,393,1,1509.74,"At Risk"
16279,43,3,1509.58,Potential
13253,178,2,1506.88,"At Risk"
15265,173,2,1506.12,"At Risk"
12937,37,4,1504.27,Potential
15530,43,4,1502.35,Potential
16762,41,3,1501.38,Potential
13810,50,3,1499.01,Potential
14794,24,7,1499.01,Loyal
17571,72,4,1498.51,Potential
17002,107,3,1493.73,"At Risk"
16350,43,4,1493.17,Potential
14256,282,2,1492.92,"At Risk"
13110,53,7,1488.67,Loyal
14744,38,7,1488.48,Loyal
13692,46,3,1488.32,Potential
14963,31,5,1487.80,Loyal
17553,151,1,1487.60,"At Risk"
14625,218,2,1485.16,"At Risk"
13117,43,8,1484.84,Loyal
14758,166,4,1484.06,"At Risk"
16531,44,7,1483.51,Loyal
15427,55,3,1483.14,Potential
16493,101,4,1479.43,"At Risk"
17590,24,3,1479.22,Potential
14083,26,9,1478.32,Loyal
13330,114,3,1476.75,"At Risk"
14403,152,4,1475.81,"At Risk"
13611,111,3,1474.95,"At Risk"
14246,132,3,1474.06,"At Risk"
18171,80,5,1471.76,Potential
15128,82,4,1471.00,Potential
16348,54,7,1469.45,Loyal
14875,129,2,1465.32,"At Risk"
12882,31,2,1463.04,Potential
17063,43,7,1461.14,Loyal
13158,116,4,1457.47,"At Risk"
13309,29,5,1456.79,Loyal
13477,59,6,1454.58,Loyal
16899,29,6,1452.11,Loyal
14428,29,5,1448.38,Loyal
14740,219,3,1448.21,"At Risk"
13538,65,7,1447.65,Potential
14591,37,4,1447.14,Potential
17073,39,4,1446.09,Potential
13717,54,6,1445.01,Loyal
13461,60,3,1445.00,Potential
17175,66,4,1443.69,Potential
12691,50,6,1442.00,Loyal
15478,62,2,1441.42,Potential
14071,25,8,1438.82,Loyal
13159,30,4,1437.85,Potential
17526,26,4,1434.50,Potential
14566,132,1,1432.00,"At Risk"
13475,213,4,1431.78,"At Risk"
16103,29,6,1429.64,Loyal
14035,50,5,1428.02,Loyal
15681,47,5,1426.16,Loyal
16567,216,2,1423.16,"At Risk"
15106,39,5,1422.52,Loyal
16463,43,4,1422.40,Potential
16571,48,3,1421.69,Potential
14019,68,3,1421.61,Potential
14775,80,3,1418.46,Potential
16173,37,6,1418.32,Loyal
15444,31,2,1418.26,Potential
17951,61,3,1418.04,Potential
17856,23,4,1418.03,Potential
14649,26,4,1417.29,Potential
16833,23,4,1416.01,Potential
16012,57,3,1415.29,Potential
12609,100,3,1414.78,"At Risk"
16245,45,3,1413.66,Potential
17004,68,2,1412.94,Potential
15237,23,4,1412.32,Potential
14293,25,4,1411.48,Potential
17083,131,3,1405.78,"At Risk"
15079,234,4,1404.85,"At Risk"
14684,47,5,1404.64,Loyal
13652,67,3,1403.88,Potential
16062,31,4,1401.18,Potential
18202,221,3,1396.99,"At Risk"
13995,37,5,1393.69,Loyal
14161,237,3,1393.67,"At Risk"
15605,58,5,1393.08,Loyal
17354,72,1,1393.06,"At Risk"
15810,100,4,1391.98,"At Risk"
15051,45,3,1391.61,Potential
13414,155,3,1390.50,"At Risk"
13707,289,2,1389.82,"At Risk"
13516,43,3,1389.41,Potential
15453,23,7,1388.37,Loyal
15134,36,8,1387.99,Loyal
12952,27,4,1387.79,Potential
17041,48,3,1386.07,Potential
12775,39,5,1386.04,Loyal
13308,44,3,1385.51,Potential
17802,104,3,1385.24,"At Risk"
18167,45,3,1384.86,Potential
13572,227,1,1384.25,"At Risk"
14507,45,6,1383.18,Loyal
14116,41,5,1382.74,Loyal
16389,75,4,1382.07,Potential
15910,22,8,1381.67,Loyal
18085,352,2,1379.90,"At Risk"
12886,89,2,1378.40,Potential
13165,68,2,1376.12,Potential
16669,45,3,1374.87,Potential
14434,43,6,1372.80,Loyal
16520,208,3,1372.33,"At Risk"
15095,125,4,1370.60,"At Risk"
12951,30,6,1370.16,Loyal
13813,61,4,1366.86,Potential
14897,29,4,1366.38,Potential
16949,25,6,1360.69,Loyal
14102,27,5,1360.28,Loyal
15192,141,3,1359.32,"At Risk"
15411,48,4,1358.88,Potential
14081,324,2,1358.04,"At Risk"
13232,34,7,1357.60,Loyal
17054,50,5,1356.33,Loyal
17135,38,7,1355.31,Loyal
14064,51,5,1353.74,Loyal
14859,34,4,1353.74,Potential
15116,39,4,1352.75,Potential
16079,38,3,1352.00,Potential
12770,232,1,1351.45,"At Risk"
16950,78,3,1350.56,Potential
12646,26,2,1346.97,Potential
14154,261,2,1345.62,"At Risk"
13221,262,2,1345.57,"At Risk"
15398,38,2,1345.53,Potential
12463,75,4,1344.78,Potential
16918,71,6,1344.60,Potential
16317,141,3,1341.65,"At Risk"
13743,24,7,1341.60,Loyal
18177,53,6,1341.42,Loyal
16045,141,4,1340.70,"At Risk"
13501,310,1,1340.32,"At Risk"
15734,136,2,1339.45,"At Risk"
12620,36,3,1339.41,Potential
14532,258,4,1338.25,"At Risk"
17033,108,3,1337.94,"At Risk"
16110,67,3,1337.48,Potential
16725,324,7,1336.92,"At Risk"
12919,30,6,1335.19,Loyal
17800,59,9,1335.06,Loyal
17932,51,3,1331.57,Potential
12676,46,6,1331.39,Loyal
15658,212,5,1330.30,"At Risk"
16295,31,4,1328.55,Potential
15146,186,2,1327.16,"At Risk"
15822,25,2,1325.67,Potential
17018,62,2,1325.10,Potential
17633,53,4,1324.84,Potential
15996,110,6,1323.93,"At Risk"
13064,34,4,1322.79,Potential
14487,48,6,1321.43,Loyal
16370,104,4,1320.56,"At Risk"
12526,22,3,1316.66,Potential
14921,52,2,1316.07,Potential
12576,57,5,1315.83,Loyal
14511,33,5,1314.81,Loyal
16464,41,3,1314.68,Potential
14973,129,3,1314.45,"At Risk"
16040,87,3,1313.55,Potential
12364,29,4,1313.10,Potential
12516,99,2,1312.06,"At Risk"
14856,58,3,1311.38,Potential
14514,83,3,1310.60,Potential
14477,41,4,1309.60,Potential
16120,81,4,1309.14,Potential
12494,37,7,1308.65,Loyal
13211,32,3,1308.12,Potential
14297,39,4,1305.33,Potential
12507,156,3,1304.81,"At Risk"
16744,33,7,1304.76,Loyal
17919,110,1,1304.04,"At Risk"
15813,229,2,1303.91,"At Risk"
17470,66,5,1303.47,Potential
15108,163,4,1300.25,"At Risk"
15494,43,2,1299.23,Potential
12488,31,3,1298.66,Potential
16086,81,5,1298.65,Potential
16163,254,2,1298.20,"At Risk"
12372,93,3,1298.04,"At Risk"
17720,48,4,1297.94,Potential
16929,25,7,1295.39,Loyal
16224,79,4,1295.30,Potential
17341,178,3,1294.96,"At Risk"
14224,132,4,1294.42,"At Risk"
15621,26,4,1293.03,Potential
15574,199,4,1292.40,"At Risk"
17618,27,3,1291.86,Potential
16101,92,1,1290.70,"At Risk"
17287,48,7,1286.81,Loyal
15136,24,4,1286.70,Potential
17350,30,4,1286.07,Potential
13878,76,1,1281.53,"At Risk"
16951,156,3,1277.75,"At Risk"
15211,82,2,1277.48,Potential
13846,46,3,1276.46,Potential
16692,278,2,1276.00,"At Risk"
12394,85,2,1272.48,Potential
12630,31,2,1270.88,Potential
13492,158,3,1269.84,"At Risk"
13431,89,2,1269.10,Potential
15199,81,4,1268.70,Potential
16943,233,3,1267.76,"At Risk"
17037,109,1,1267.32,"At Risk"
14105,261,1,1266.23,"At Risk"
13989,87,2,1266.08,Potential
14657,39,4,1264.30,Potential
16842,122,3,1264.19,"At Risk"
15009,34,3,1261.78,Potential
16688,23,4,1260.86,Potential
17388,99,4,1259.56,"At Risk"
17646,241,3,1259.39,"At Risk"
15587,72,4,1258.56,Potential
13151,317,1,1257.87,"At Risk"
14931,26,5,1257.68,Loyal
16639,53,3,1257.51,Potential
17481,25,4,1255.59,Potential
13929,191,2,1255.50,"At Risk"
15835,66,4,1255.20,Potential
14698,23,5,1250.76,Loyal
14383,60,3,1247.69,Potential
12689,47,2,1247.61,Potential
16718,391,1,1247.50,"At Risk"
15004,169,1,1246.32,"At Risk"
13860,23,5,1245.90,Loyal
14344,149,8,1245.58,"At Risk"
17584,29,2,1242.30,Potential
17097,24,8,1242.06,Loyal
17236,34,6,1241.74,Loyal
17588,122,3,1240.20,"At Risk"
17214,82,6,1240.17,Potential
17731,101,4,1240.11,"At Risk"
12985,22,2,1239.38,Potential
13476,200,2,1238.47,"At Risk"
14893,31,2,1237.85,Potential
13931,117,2,1237.53,"At Risk"
12413,88,3,1237.35,Potential
15201,109,5,1236.54,"At Risk"
15376,62,3,1233.36,Potential
16551,117,3,1233.19,"At Risk"
18080,40,2,1231.50,Potential
17552,82,4,1228.93,Potential
13030,33,2,1227.22,Potential
12412,96,3,1226.88,"At Risk"
17774,118,4,1225.41,"At Risk"
13208,80,6,1223.90,Potential
16794,23,10,1222.71,Champion
16042,44,5,1222.22,Loyal
14745,134,5,1220.26,"At Risk"
17126,174,5,1217.35,"At Risk"
17410,38,5,1214.72,Loyal
15312,97,4,1214.59,"At Risk"
13055,100,3,1214.41,"At Risk"
17198,45,3,1213.88,Potential
18263,47,3,1213.16,Potential
13918,71,2,1212.84,Potential
16653,38,2,1212.66,Potential
12464,32,8,1212.05,Loyal
17653,58,4,1207.56,Potential
14577,34,4,1206.61,Potential
13984,48,5,1205.26,Loyal
15737,36,8,1205.12,Loyal
15799,97,3,1204.36,"At Risk"
17890,344,2,1204.18,"At Risk"
16800,33,1,1201.49,"At Risk"
13104,25,6,1200.24,Loyal
12872,348,2,1199.94,"At Risk"
13118,41,5,1197.81,Loyal
17867,52,6,1197.10,Loyal
15062,93,4,1196.94,"At Risk"
15145,26,4,1194.73,Potential
17905,93,4,1194.39,"At Risk"
12611,74,1,1193.32,"At Risk"
13882,24,5,1191.13,Loyal
12462,40,2,1189.59,Potential
16612,54,4,1187.66,Potential
15862,30,4,1187.11,Potential
15630,67,2,1186.35,Potential
12724,27,4,1186.31,Potential
13752,146,6,1186.28,"At Risk"
14078,123,6,1185.61,"At Risk"
17048,139,3,1183.76,"At Risk"
14419,32,6,1182.16,Loyal
13270,388,1,1180.00,"At Risk"
17058,103,3,1179.89,"At Risk"
12885,85,3,1175.22,Potential
12640,45,3,1174.58,Potential
15306,86,3,1174.35,Potential
16560,48,2,1173.59,Potential
14857,81,2,1173.12,Potential
15222,340,1,1170.00,"At Risk"
12358,23,2,1168.06,Potential
13500,45,3,1166.77,Potential
15110,45,4,1165.75,Potential
16907,51,5,1163.67,Loyal
14261,72,2,1163.45,Potential
14447,40,5,1163.23,Loyal
16085,45,5,1162.86,Loyal
12546,68,2,1161.50,Potential
15088,43,2,1160.07,Potential
17348,36,5,1159.52,Loyal
13499,39,5,1159.11,Loyal
16184,86,6,1158.79,Potential
13744,117,2,1156.36,"At Risk"
13138,44,6,1155.62,Loyal
16037,291,3,1155.48,"At Risk"
14770,254,2,1155.02,"At Risk"
16637,54,4,1154.47,Potential
13496,32,2,1154.34,Potential
13748,117,5,1152.25,"At Risk"
12710,118,3,1149.02,"At Risk"
13963,330,4,1146.93,"At Risk"
17505,183,2,1145.84,"At Risk"
16766,295,2,1145.60,"At Risk"
12769,260,1,1143.60,"At Risk"
17770,220,5,1143.27,"At Risk"
15985,145,2,1142.42,"At Risk"
16172,117,5,1140.21,"At Risk"
15525,24,3,1139.85,Potential
17500,39,3,1138.00,Potential
17302,36,5,1135.63,Loyal
17242,130,2,1135.04,"At Risk"
15489,44,3,1134.28,Potential
16989,29,6,1133.25,Loyal
13282,40,3,1132.14,Potential
13772,55,3,1132.13,Potential
13610,34,7,1131.88,Loyal
15500,30,4,1131.56,Potential
12427,43,3,1129.30,Potential
13447,45,3,1129.14,Potential
14824,32,4,1127.71,Potential
14129,23,5,1123.86,Loyal
15436,34,3,1122.53,Potential
13486,100,3,1122.41,"At Risk"
17562,36,7,1122.38,Loyal
16807,164,3,1121.59,"At Risk"
15730,87,3,1120.88,Potential
14276,120,3,1119.74,"At Risk"
12842,92,2,1118.99,"At Risk"
17788,95,2,1117.90,"At Risk"
14449,40,4,1117.34,Potential
13591,86,3,1117.13,Potential
14971,57,3,1116.57,Potential
12679,80,4,1113.02,Potential
12820,25,4,1112.80,Potential
16049,62,3,1111.79,Potential
15831,80,3,1111.70,Potential
14817,222,2,1110.34,"At Risk"
15069,201,1,1109.53,"At Risk"
12399,141,4,1108.65,"At Risk"
15933,43,3,1107.46,Potential
17980,187,3,1106.65,"At Risk"
